5815002632226274-TEND YOUR,2400
3167051102585072-WASH HANDS,2611
5848189955870842-SUSPEND,2342
6258986868275938-BRIGHT,291
49408444251679273-GOOSEBUMPS,1025
18500814503221719-ABOVE,8
8046363661721849-SPEND,2225
40632235964954844-BARELY,145
9779170138427555-TEMPER BLOW UP,2396
13584123952414706-PLUS,1794
8159447559963693-ALL DAY,45
01789094394246238-WHAT FOR,2642
21041395802975393-DIFFERENT SITUATION,635
7454404400311532-LIVING ROOM,1391
3488049811579754-FAIR,835
9810485030680287-SAUSAGE,2012
04928791222083673-STAND-UP,2256
006406596782399188-ALL GONE,46
7868994070958684-HANDSOME,1093
6898518339895967-PIZZA,1771
8922753677082309-CHARGE,405
05783793579808072-TECHNOLOGY,2392
8710927730521709-ELEVATOR,765
6466497454416145-HEARTBODY,1128
35198219328372926-CHURN,440
8879593090443645-COOL,518
6621786022379204-WINTER,2676
757764364713426-LONG WORD,1407
09015851628987148-SHAVE,2082
38038886909627667-WRING,2701
19596604862641276-SHOT,2104
6411282053233076-TRANSFER,2490
16762111665191926-LEATHER,1346
44742497877006127-DEPEND ON,618
9410979526214822-SHELF,2088
2944206904081208-HOCKEY,1155
15898630061569463-HOTEL,1185
22043608043834606-RESEARCH,1928
6189827252250637-LETTER 2,1361
17807751860097576-UPLOAD,2547
2619980698981046-KNEEL,1309
26786372114992596-JIGSAW PUZZLE,1276
5664709026244799-EYEGLASSES,826
4580536898510479-SHIRT,2091
3722707446891771-PAPER,1677
3746433618384808-POLICEMAN,1798
16973271441039817-WOLF,2683
6751555237773632-PIE,1747
03774448013118192-TURTLE,2519
24907590388201895-STREET,2299
8752286886125953-WANDER,2600
6013462323405956-READ,1895
9246273532004341-SURF,2336
772180570303282-BIRD,204
08063091087008778-SHOWER,2114
6588062559231365-MICROWAVE,1489
9985159413547589-PAINTBRUSH,1672
9115918636320579-EVALUATE,805
6298412168136709-FISH,891
7154307925909649-DRUM,720
01903537048641679-SHOVEL,2111
293193098523737-GOAT,1014
09405519128223006-TOBACCO,2460
15990358086091327-BALLOON,135
9442296660504761-NEUTRAL,1568
692807563330962-RADIO,1884
0031820727483584665-SHEEP,2087
08777204417479423-HISTORY,1151
22444182245829425-NECKLACE,1557
5437237777656725-DESERT,621
22976757735306408-SOCKS,2194
36804719114938367-MAGAZINE,1428
25343685176138053-LION,1383
7792037640059655-BED,176
8676045514669577-HEARING AID,1126
4369260656671474-SHY,2117
09421450639596118-NIGHT,1580
07498318396840631-CASTLE,369
9322520837489177-MONKEY,1514
05640231548649988-PARACHUTE,1679
7977032291577155-STARS,2263
49453553395031524-BOWTIE,264
4119783575229261-LEMON,1351
4838523736904443-SANDALS,2003
16633418651661214-KITE,1306
43727660626873766-DRAWER,701
17659395377249743-CHAIR,396
22597137823525548-TRASH,2493
47162100129281925-WAITER,2592
4043923477256379-DEODORANT,616
7055436665641321-STUDENT,2312
5597552546992408-ROLLERSKATING,1971
8690889245947255-PSYCHOLOGIST,1859
31833969496212267-RIVER,1955
794897242650892-DEER,601
14299853534247475-PANTS,1675
5751161286682638-LETTUCE,1362
14578933395660165-SWING,2358
684671519131391-GORILLA,1026
34421281691512906-POPCORN,1810
7785223679117681-BRIDESMAID,288
2205169002684486-CAMPING,340
36212083390126737-ELECTRICIAN,760
5294256519968898-HAIR,1073
14366931031171792-HOMEWORK,1165
16419165797945956-FISHING,892
9772136003621326-SALAD,1996
0957009954906709-BLANKET,217
9643236923257503-CUP,566
7827745387292591-CANDY 1,350
5414011242379793-DOLPHIN,675
5370794859597501-MOON,1517
01394514962110649-COUNSELOR,533
22564770052974126-DORMITORY,689
5232960624626726-SOAP,2187
42134724848106675-PILLOW,1751
1196257800895375-BRUSH,295
1100257039463246-HORSE,1178
38919235933506346-COFFEE,477
5021647988925799-ISLAND,1259
2741671910904693-MILK,1491
45693507323841076-DIAPER,630
8769636457289454-DUMB,727
6453645787262192-MOP,1519
9814818841051369-HUMBLE,1192
3103829602611192-ENGLISH,782
4724423343521411-TIE,2444
7473363153984902-DINOSAUR,642
14152383029406645-TABLE,2364
23884198325509542-POTATO,1818
05403213032369525-ANGEL,60
6826540772440661-MONTH,1516
12467588221644088-CHEAT 1,410
00717587882424664-COMPUTER,496
08885649139999807-DEVIL,627
13076010293242213-DANCER,580
33651414165584326-CEREAL,393
43564942059450074-LANGUAGE,1327
6880776885187223-INSULT,1239
7596438957754326-NEPHEW,1564
35242224621744045-CAT,374
7963607896874474-SANDWICH,2004
7659363166298798-ROOM,1974
8093798343741647-BOOK,244
9243566700373158-SCIENTIST,2028
04691923848096047-SKIRT,2146
7871589392560625-PROMISE,1850
14356329675217094-SPAGHETTI,2218
040206894467550436-PLUNGER,1793
4320271313498234-UMBRELLA,2532
6149481659644742-WINDMILL,2668
9715318084790794-PEPPER,1721
08576941246615899-SCISSORS,2029
7649120383668604-BAG,128
5242766716397895-CHANCE,400
4473639823143418-RAZOR,1891
12404276895259048-CURTAIN,571
09161156077466215-CLOUD,467
7061477572016137-BUTTER,319
2600127060313222-SHORTS,2102
8129143319593781-GRASS,1043
46853468509504537-BAKE 1,130
7312521520598523-FRENCHFRIES,952
3113901449996803-ROCK,1963
17744223498056821-STRAWBERRY,2295
27245814627489184-PRIDE,1836
8143628970911239-ORANGE,1648
2527160119553158-SURGEON,2337
7590057669628361-BOWLING,262
05517664563791591-TEACHER,2386
6886793162996039-WHISTLE,2654
17818183637954266-BREAD,279
36493047591178907-PLAYGROUND,1784
3919469347639031-VERB,2564
9041733892531738-CARROT,364
5983296303359884-CAFETERIA,325
7747006274062858-CALENDAR,328
3422533451628391-CLOWN,471
2869328932921058-WITCH,2679
7283627553506011-MECHANIC,1465
43112329708293706-MOUNTAIN,1529
6825870848422078-BIOLOGY,203
4372851429178468-BASEBALL,150
9714070577430314-TENNIS,2401
4243100683002228-LIBRARY,1364
2940448031146663-ASIA,88
8075539999323953-LAZY,1338
8563977146883053-GUITAR,1063
9663946235195782-FIREMAN,887
4864512725078496-GLOVE,1003
3415186842855098-GARAGE,978
12248750561535315-HAT,1106
5529975627878434-AFRICA,30
7866292118161713-ACTOR,20
04873087003980059-FLOWER,909
5799887534791492-HEAVEN,1130
5620971156432202-EGG,754
3783899896027467-WINDOW,2671
18963507881945052-SOUP,2212
09510492249758262-WHIP,2652
5423341935409187-PAPERCUTTER,1678
4509775323814309-HUNT,1197
41080598075921504-SHRIMP,2115
503573335046378-SOME,2199
4109167825001634-PRINT,1840
4262461376364133-BATHROOM,163
5895427960552089-COCONUT,476
3370398042257312-PILL,1750
3324937217604236-UNDERWEAR,2539
1676480557800406-STAIRS,2252
24102098476174771-SHOULDER,2106
598759671637928-BANANA,136
5089744321202867-DOOR,688
10413503240365829-STAR,2260
4376451116604052-FOX,940
6913153999030439-BATH,162
24971364861206635-THREE,2435
10954121875598655-ANGRY,61
594799660772781-MOTHER,1525
26259754742622876-DRESS,704
36897191983576905-BRIDGE,289
7998522196189484-GRANDFATHER,1037
4482292915189636-CONCEPT,498
9361573026839454-FAVORITE,853
19074222446237998-LOOK APPEARANCE,1408
8537153509006596-CITY,445
9605654044153882-BUTTERFLY,320
07046710854641991-BECAUSE,174
2137846585292067-TRAIN,2489
804558198592566-CHOCOLATE,433
8256868559091335-BELT,189
1404145201178777-SPEAKERS,2220
9810377484871167-CABINET,324
937747453721459-IMPORTANT,1217
20256764007408412-RAIN,1885
23561158608869026-SAME 2,2000
6287775786430216-WORK,2689
6885479153137402-SURPRISE,2339
735841728723114-SLOW,2162
9494930921409899-RECORDING,1905
39141258336279927-FARM,845
17996767705308603-LIPSTICK,1386
19863156807428628-VIDEOPHONE,2572
3616563835780282-SEW,2066
4031625934922094-FOUR,938
32575381691299743-ALPHABET,53
5300191533671401-BROTHER,293
7532962202535487-COOKIE,517
21360078433636898-CIGAR,441
9481366349345997-WORM,2693
7284910189585654-PERSON,1731
021148380160516345-THINGS,2421
3146848244461433-HEALTH,1121
7295392517974215-THIEF 1,2418
9616476017194364-TROUBLE,2503
1866812929675714-AFTER,31
2843624159283906-WEAR,2622
7140768957562555-PEOPLE,1720
8012024089968244-DANCE,579
8990092513045227-EXPERIENCE,819
4489720078252095-TRAVEL,2494
362690375710766-BASEMENT,152
014770041748456197-MOVIE,1535
3256030268720562-CALL TTY,334
9265456675665793-CIGARETTE,442
23660002991445417-AND,59
2974623495158497-EMBARRASS,770
19802861748753053-CHARACTER,404
1350144432944682-BORROW,249
9379437076073873-SERIOUS,2060
6209651921836459-FINISH,883
997549366791117-TEXT,2404
3407129339550383-EAT,747
3011212299932118-MUSEUM,1541
14881630988254524-FRONT,962
8560785213062609-MUCH,1537
20359482620668112-THIEF 2,2419
4548958461805881-EXPENSIVE,818
7034347981691784-WHATEVER,2641
9785078257911806-ZOOM IN,2728
7036001720864202-LEAVE,1347
5683249939832291-FATHER,850
9728821314843308-FOR,922
7647607566066816-LONELY,1402
5231117289015388-FAMILY,840
62778761952392-SORRY,2210
5874469581430164-UGLY,2531
2127361825953915-DAY,587
9487773520546796-STAFF,2251
13917977866296694-SCARCELY,2019
7254792418208131-SHOW,2113
4384029892832082-GROW,1055
8029812686549727-AMERICA,57
7260097842820659-FOOTBALL,921
2079003378362847-TYPE,2528
49337666671535385-DECIDE,593
6756886993596938-VOLLEYBALL,2584
9514234441013272-SUMMER,2322
7276620809953775-TEA,2383
4315320191313323-PIG,1748
34281520174822866-SHOES,2094
8327172840903176-SOCCER,2189
009022098812239365-FRIDAY,953
7527029229359257-STARBUCKS,2261
37398782840901745-MEAN 1,1460
8000009453258641-TOURNAMENT,2478
8731561028385924-FIRE,885
03449237901247959-WASTE,2613
49562544308444734-WEEK,2627
425667211082861-DOWNSIZE,695
8125060906450432-GRAPES,1040
8244136494575458-SCIENCE,2027
9013086676182689-SPOON,2234
3677587524957098-PERFUME,1726
1099150850272832-PIANO,1742
04833586613054153-INTEREST,1243
09138858212892398-HEART,1127
6100485201369457-APPLE,70
6203374605707361-MOUSE,1531
27060204573109714-MIRROR,1500
3031010038877062-HUNGRY,1196
006465165452186117-SECRETARY,2046
8284658174061821-GIRAFFE,995
72757382323778-MCDONALDS,1456
19282859630906146-RUN,1985
6660243336658234-ANNOUNCE,63
5148176956341377-FLASHLIGHT,898
6590868910859737-FILM,872
4012355500002722-KITCHEN,1305
25099305821438933-WRISTWATCH,2702
4514101282825034-HEADACHE,1116
17239639514156746-PEACE,1699
965620931800379-PARENTS,1686
4750726254760125-PICTURE,1746
6267783095309754-SUBTRACT,2317
3863068160833265-ENGINEER,780
7652485249681467-EARTHQUAKE,741
7813798378617343-BINOCULARS,202
1372700336627466-BORED,247
5948912677856568-GOOD,1022
8714733898380636-NOTHING,1598
8352888036733235-CAMERA,338
2918614747304418-LEARN,1344
17512772041011715-MOCK,1508
052702787256504235-IMPOSSIBLE,1218
12745055651686688-DREAM,703
4036426039691503-MAN,1444
8484616214440472-JUDGE,1280
7456166643417328-RIGHT 1,1950
8445319381072136-WONDER,2686
47007106825738343-FEEL,859
5969267245469476-SON,2205
050250597945278974-LIE,1370
6724428628023225-TORNADO,2472
497435935651124-BLACK,213
4273049937854818-ENGAGEMENT,779
41475631997398454-CORN 1,526
7812842279599623-WORLD,2692
9588272931167445-CHALLENGE,397
08273347419627353-NAPKIN,1552
09303363412313526-ACCOUNTANT,16
8873971513810175-WAVE,2618
7855712634009138-BOSS,250
07993914977487826-AWKWARD,112
23525702548638705-PRETTY,1834
7643104872516984-TRY,2508
08066669590800668-FREEWAY,949
23400248199152496-BLINDS 1,221
2179874717207788-BODY,237
004969072542022834-STRICT,2304
054855723888302954-RELATIONSHIP,1914
02284035272379259-FINGERSPELL,881
6973612387547528-CERTIFICATE,394
2892171762657494-LETTUCE,1362
017661498365253214-HAVE,1112
6274445274714053-SHAVE,2082
8820058153699626-KNIFE,1310
4077598431135028-LIVE 2,1390
20051440640259144-WAR,2603
836165228859957-PARADE,1682
26480971285863686-MONEY,1512
30039279012150666-LIGHT WEIGHT,1378
48495518014447847-AGE,35
06268304654457024-QUIET,1878
2542540881078321-PUZZLED,1872
5298121142041126-TRAFFIC,2488
955858167600715-VIDEOCAMERA,2569
4846096640921751-STUBBORN,2310
5122844772556403-MINUTE,1499
7128003230641913-CENTER,392
7373015457059817-HONEST,1166
6117369801375294-LAST,1329
4543195602686174-ISRAEL,1261
7588592415156077-SALT,1997
18630017755199724-PILE,1749
060386571810422396-COMMUNICATION,490
31545854783740124-PLEASE,1785
7968041209479837-WHERE,2649
18091646894985214-PURPLE,1867
6287352956801593-ANIMAL,62
9694895312894787-DRINK,709
7315288446724042-ARMY,80
9451382576966438-VOTE,2587
6963627116990179-PATIENT 2,1695
8888684132386102-ASK,89
43734074730672057-SAD,1991
3523332229777283-RELIGION,1919
06616941668447196-FIGHT,866
706793695738887-DONT MIND,684
6382432692590148-CUTE 1,576
4911600925607411-HOME,1164
718787866827413-DRYER,723
2953819571296197-MAKE,1442
3785433382979939-GAS,980
551993612126239-WARN,2605
1424751925456016-GET,987
3346244466060164-WIN,2666
8780306856616529-GOVERNMENT,1031
3032206596184357-GLASSES,1002
382911800052554-LAWNMOWER,1335
009620660695883743-TALK,2374
5621918528111924-FIRST,890
8779102313816205-STUPID 1,2315
8923694902299868-EXERCISE,816
32624002203420854-IMAGINE,1212
37276555938048883-LATE,1331
9899925230812674-WISH,2678
9848216104764869-CALL ATTENTION,333
01980446684797932-CHAT,408
636470005828085-TALL,2378
7026150263351794-DIVORCE,663
06951583315417387-CATHOLIC,384
8704459350424476-COUSIN,536
5802222558250341-OWE,1664
24846088751556095-MACHINE,1426
11217124962006952-MUSTACHE,1545
28987251317298357-MIND,1494
7468545549250416-SICK,2118
2339421999164757-GALLAUDET,975
44287895160245094-KNOW,1321
9824579558010589-PINK,1761
1913608536961735-PROBLEM 2,1843
6517293791661136-FIND,876
13284936211810083-ACT,18
5684634554851722-RING,1953
41662220243914705-NEW,1570
39867542462001726-VEGETABLE,2563
17255548139024768-EMOTION,771
38622097666902944-BLIND,220
4373322507640063-FINE,877
5145220265861541-LOOK AT,1409
4909600726389387-BUILDING,302
12537760846669932-COLLEGE,480
48760542332897927-HIPPO,1148
13385106964612858-POSSIBLE,1815
20563313880228828-DOUBT,691
8478309833379067-FLAG,896
0822096341907832-PRICE,1835
5601954463132703-FRECKLES,946
8589765006777612-VIOLIN,2575
35219838646364776-REALLY,1897
19756865098292908-MORE,1521
9170671032109232-5 DOLLARS,1
7473823599047096-RUDE,1981
46607620942685934-FAT,849
9467762244571682-HARD,1102
8584806827134925-KEY,1292
6383448960849363-BEHIND,185
6568502454895795-TIME,2449
4432938902548933-BAKE 2,131
32406308548028395-VACATION,2552
40539054280539744-PREFER,1828
6963469295518416-YEAR,2714
2708253309119619-OTHER,1655
7396333958421017-CAREFUL,362
8733418056669557-FALL 1,837
20219377865526744-HOTDOG,1184
6969135607416987-PEPSI,1722
09249006308823682-WHICH,2650
044977332478077336-WHO,2658
8006352223558435-INVITE,1254
5892698339580624-HOSPITAL,1180
8155545076852604-PLAY,1782
5535863536541035-CREDIT CARD,552
0638032411056142-WOMAN,2684
0056657248489897505-COMPLEX,495
025713906446628743-BLOOD,225
2792895407119611-GREEN,1047
25452629111360814-HEARING,1125
07634524313415914-MAYBE,1455
3973199137022476-PIPE,1763
826287172670046-BRAVE,278
34962471692183406-SCARED,2020
5236570779366814-ACTION,19
9023185348768314-FAULT,852
47654404282838847-FOREIGNER,924
26793005953024407-MORNING,1522
6593382490905721-UNDERSTAND,2538
8182480109183159-KING,1299
12088484357095042-TEMPTATION,2398
11249646142966907-CANCELLATION,346
9256777412499904-NORTH,1592
6932057977804538-TWO,2524
9718151658667313-HAMMER,1087
3061401618010626-MEASURE,1461
25198733885017877-EXPLANATION,823
0859634019917137-RIGHT 2,1951
4342486587707328-SUSPECT,2341
7031727030753636-ALARM,39
5762479692088036-LAUGH,1333
016338456829109838-EUROPE,804
38036170844365746-ARM,77
10307935370153576-CORN 2,527
38890179641557254-THAT,2408
8721934006003644-CHAMP,398
04768242393588973-NOT MIND,1602
5505491491454495-SPECIAL,2221
9540803227058581-HE,1114
7881936476462508-ABSOLUTELY NOTHING,9
9583954886917838-DRESS UP,706
9724098521511602-CUT REMOVE VID,577
8244526244811583-CONTACT LENS,512
12422236312685242-OR,1646
17661385034531007-ELEVATOR,765
041353298725910204-ROAST,1960
5569588230930351-CONSUME,510
8464233197369155-ABBREVIATE,5
7557551775478455-DONT LIKE,683
5553527427187721-ADD,21
9295007097526995-GIVE UP,998
41626602891365105-DESTROY,624
09084541307451044-TEND YOUR,2400
8597936924025691-WASH HANDS,2611
28334485594433434-BRIGHT,291
6879304569085272-GOOSEBUMPS,1025
06165834443862539-ABOVE,8
22699497531899926-SPEND,2225
2152027378157133-BARELY,145
9242545050699356-TEMPER BLOW UP,2396
2636510077793708-PLUS,1794
9189684266517602-ALL DAY,45
16185522171162914-WHAT FOR,2642
6594343990922451-DIFFERENT SITUATION,635
11097828162150503-LIVING ROOM,1391
005017619183308675-FAIR,835
5864564069221978-SAUSAGE,2012
043191960664042295-STAND-UP,2256
15033058083907358-ALL GONE,46
327134799322923-GUILLOTINE,1060
09419863275990092-HANDSOME,1093
7101379684268079-PIZZA,1771
23567463898325114-CHARGE,405
20237790176183346-TECHNOLOGY,2392
36318193518975583-ELEVATOR,765
5754764115128781-HEARTBODY,1128
16951136401073308-CHURN,440
12683099180695412-COOL,518
2955424749912101-WINTER,2676
11560935788183668-SHAVE,2082
8767194702600831-WRING,2701
2299340554992333-SHOT,2104
72089944986285-LEATHER,1346
6294770806571468-DEPEND ON,618
578960063129436-HOCKEY,1155
43766706619418483-HOTEL,1185
5661263952837914-RESEARCH,1928
8608129727607381-LETTER 2,1361
6210049175652061-UPLOAD,2547
5097799216534251-KNEEL,1309
9375715168668795-JIGSAW PUZZLE,1276
6984122152835588-EYEGLASSES,826
8049670822428394-SHIRT,2091
06360874782428128-PAPER,1677
15760096024545422-WOLF,2683
5252550161907508-PIE,1747
877722469691393-TURTLE,2519
9121867485874191-STREET,2299
22010561965030617-WANDER,2600
486521679239563-READ,1895
8793550466331743-SURF,2336
1228693178848621-BIRD,204
6473053955656229-MICROWAVE,1489
033003694982122855-PAINTBRUSH,1672
9468945982728585-EVALUATE,805
7143874879159735-FISH,891
9686113924012953-DRUM,720
1322867260654348-SHOVEL,2111
2583839054246071-GOAT,1014
16366112564102542-TOBACCO,2460
8988434562787488-BALLOON,135
5013901990788399-NEUTRAL,1568
5696285087629824-RADIO,1884
3592610051249501-SHEEP,2087
5278114896372936-HISTORY,1151
10045853937555926-NECKLACE,1557
07227495302819964-DESERT,621
7757384717963021-SOCKS,2194
6138389697064619-MAGAZINE,1428
013732937506784948-LION,1383
47405159977062383-BED,176
0677522260019856-HEARING AID,1126
021869628771440608-SHY,2117
9789286217696351-NIGHT,1580
14240682473039556-CASTLE,369
8972632150565558-MONKEY,1514
3970014095269807-PARACHUTE,1679
10076349489611292-STARS,2263
23884795698924544-BOWTIE,264
9178666105925108-LEMON,1351
15680290612141312-SANDALS,2003
9004554816227568-KITE,1306
11762519863364651-DRAWER,701
06332710786774087-CHAIR,396
5302215932551897-TRASH,2493
2941342990101714-WAITER,2592
37546749452952244-DEODORANT,616
33442221489032753-STUDENT,2312
5682386943905562-ROLLERSKATING,1971
37333242024146385-PSYCHOLOGIST,1859
7109612761270236-RIVER,1955
554553944627854-DEER,601
5411457129987463-PANTS,1675
7043082429571557-LETTUCE,1362
2614557091115881-SWING,2358
25525002965388954-GORILLA,1026
3466034757401222-POPCORN,1810
9778855246656657-BRIDESMAID,288
23102204277666538-CAMPING,340
25122941989560554-PEACH,1700
6616631498154937-ELECTRICIAN,760
6628565570138025-HAIR,1073
33992984587019826-BRA,269
6317262928233505-FISHING,892
2239637849827807-SALAD,1996
8230794042753584-BLANKET,217
4516712624083745-CUP,566
9130987167915381-CANDY 1,350
19576687138600146-DOLPHIN,675
22271374124120547-MOON,1517
6567246880623778-COUNSELOR,533
7802064092914456-DORMITORY,689
7267730948538869-SOAP,2187
11515615445055283-HORSE,1178
36535998610490994-COFFEE,477
33722796166223934-MILK,1491
8508410123333536-DIAPER,630
7119164728956249-DUMB,727
1534972482394188-MOP,1519
4343411634231049-HUMBLE,1192
6055481838777905-ENGLISH,782
4391072397995004-TIE,2444
44534389823545406-DINOSAUR,642
11918992112461169-TABLE,2364
26476556729630984-POTATO,1818
32784703799711257-ANGEL,60
7478878982813382-MONTH,1516
26448644446252545-CHEAT 1,410
047487125393855356-COMPUTER,496
481983048936085-DEVIL,627
3632704535632898-DANCER,580
9100177825284217-CEREAL,393
32857613945090347-LANGUAGE,1327
3902956241581408-INSULT,1239
07637492077683161-NEPHEW,1564
0789792777437528-CAT,374
7405187721656961-SANDWICH,2004
46613489976612543-ROOM,1974
8258920636382685-BOOK,244
08591883133542466-SCIENTIST,2028
6451139164163326-SKIRT,2146
2778574875444577-PROMISE,1850
19670367765576757-SPAGHETTI,2218
6426786352118643-PLUNGER,1793
7146499232909553-APPLE,70
8757567461929587-OIL 3,1622
6249948185574887-CURL 2,568
7557077803207304-PIPE 2,1764
4933448980747015-KNIGHT 5,1313
7774852037205082-WINDMILL 2,2669
4593587553811529-LICK ENVELOPE_2,1369
019028471600021746-FLASHLIGHT 4,900
1896464127084967-FUZZY,974
07775958675977135-SOMERSAULT 2,2200
019490901862208476-STETHOSCOPE 2,2273
18766137835027297-MEA CULPA,1458
3685066601727893-SOMERSAULT 3,2201
7950476637378663-SUSPENDERS 2,2344
05949683900630798-NUT,1609
38640871897255047-AVOID,108
7773969068974314-FED UP,855
5723102083146778-BYE,323
00405514581378652-END,776
395104563048577-CAROUSEL,363
16974987817602671-GERMANY,985
8710545038325339-LET ME_SEE,1359
6130971022097176-NIECE,1579
18530989884206206-BUT,318
5826085707402091-BUDGET,299
024905656286982047-WASH 1,2606
08153583773745776-SPONTANEOUS,2233
12299320077235443-FACE,830
45579259686300855-TICKET,2442
9506269870832214-MOST,1524
23948941701942683-FREEDOM,948
04381810508509121-CUT 1,574
9905610324350711-BUSY,317
6541433946438018-CHIMNEY,430
8998543090447964-HAIR CLIPPER,1075
39960837194852594-LOLLIPOP,1401
763982310935782-DEPRESS,619
4634067746849302-FLOAT,907
3751263518675101-PROOF,1852
04804418144827971-DISRUPT,657
009335706761792295-CAMERAMAN,339
30135826321278736-DRIVE,712
5795763796718998-BEANS,169
6140597203770268-PIZZA 2,1772
10743892525735044-SHARE,2074
3254168762120213-SLAVE,2148
8977867502424992-INTUITIVE,1251
9561894675300409-ON,1628
428884936390179-TRUTH,2507
4150403650861141-VANILLA,2560
6406195337826401-COST,530
891386969688462-ROOF,1973
27263710848248035-SNEAK ADVENTURE,2176
17206490294219856-LOUSY,1418
4359190437570897-FUNNY,971
1156479737706344-SKIN,2145
4507255838594497-LOOK FORWARD,1412
2792554023004974-SWIM,2356
6006426466830179-GOAL,1013
14384519842668952-OUTSIDE,1658
1871335323156642-ORANGE THROAT,1650
9654108028917403-ORANGE EYES,1649
19241432942777004-ANSWER,64
935608990033933-DISCUSS,653
2795985460357966-ROBOT,1962
7582629146907067-MELT,1475
35347476646355536-EDGE,750
21133620805865916-SUCK,2318
8899763590369401-ROUGH,1979
9944191700786156-EASEL,742
5116999901247687-PET,1734
13291031725137348-SIGNATURE,2122
9396293759205854-GRAY,1044
7811414941690129-HEAVY,1131
6494254793022431-HURDLE-TRIP,1198
6119347633243126-CLIMB LADDER,457
008843450592703306-SNAP,2174
7445170951807052-ISOLATED,1260
4952838549918719-PEAS 2,1706
8390322267133778-VAIN,2555
4141455337498954-PRODUCE SIGN,1846
14935784139988817-SNAP STICK,2175
17688429431466623-STETHOSCOPE 3,2275
2989196533037435-BRA 2,270
594048392338546-BALL,134
15337227965960865-VILLAGE,2574
9221478158140117-FURNITURE,972
359061810978724-WITH,2681
2961172866177142-EARTH,740
4500897143109892-TOW 3,2479
9950292601735362-BOOTS,246
14976966809108982-CARVE,368
10365487977793664-CANADA,343
8979106244938206-SLICE 3,2155
6894784577567608-BLOW CANDLE_1,229
712408758905182-CORKSCREW 2,524
484005199725384-LEAF 2,1341
7162851181535648-NURSE,1608
34900659316616034-THROW,2437
6075181802150789-CHEW 2_MOUTH,424
9911364117420112-SWEATER 3,2348
11173376429977999-JACKET 2,1266
6438583541601008-FINALLY,874
4492073812730182-GLOVES 4,1006
4154378637293554-CHEAT 2,411
5428371622546067-RACECAR TRACK,1883
43444322306020844-HELICOPTER 2,1132
7161449383704275-PECK,1707
052990192491384924-DOLPHIN 2,676
5053548162986152-CROSS 3,556
5346091363919252-STRAIN 1,2290
9380946278151161-YEAH,2713
29401375590597967-ENVELOPE 3,789
5331787702558206-ARRIVE,84
10933110011372182-STRETCH-CA,2301
6742214914298517-CAUSE,386
5163729549253477-RUN FAUCET,1987
9085999607445308-STRETCH 2,2302
7199242083295374-DIP 3,646
4980301786241028-DUCK 2,724
2799322628096286-PET 2,1735
0039892377487433794-SIGN LANGUAGE,2124
9604394190348944-ENVELOPE 2,790
7901763083488784-GUN,1066
8239180266342181-LIGHT CANDLE,1374
9012602181449512-FRENCH,951
9131899312902283-PARACHUTE 2,1680
9636567629487409-CALENDAR,328
4349503599617275-CLOCK,460
8918812143138419-RUSSIA,1990
36465790782941054-TV,2520
4479254649619271-MAGIC,1429
6237575353180616-WHAT FOR,2642
9913459030860869-LINE,1381
2613701104263946-CAPTION,356
8795654845145602-ENJOY,783
5676022999784702-WANT,2602
9846027284498076-KNITTING,1317
9349732849381567-DART,584
42878571759159634-SURE,2335
9114823030980013-LOBSTER 2,1395
8758073493981038-CANDLE,349
9114754664125055-CONDUCT 3,501
971319898093592-SANDWICH 3,2006
07610661668741536-NECKLACE 4,1558
6137402359381907-SWIM 2,2357
12751198309673728-BUN,307
01568087161861098-TEAR,2388
4089996263786062-SECRET,2045
5351110117750875-HOUSE,1187
01501305935271291-DOLL,674
9440626840831849-TANKTOP,2380
17391359646357074-HAIRCUT,1076
6168113662561914-ADULT,27
6968070655900278-JUGGLE,1281
8850214660492233-ORAL,1647
842914541696872-SCAN,2018
3160965651344423-HOT COMPETITION,1183
40032734942824355-CORKSCREW,525
8999403469318679-THEY,2416
07437976559779158-TAIL,2366
9793035785196453-EARN,737
054719206688384814-BICYCLE,199
5864467858333573-STEAK,2268
6305730816691577-THIRSTY,2432
499226842865806-SMOKING,2170
7753126798089989-PATIENT 2,1695
8222712345940699-DROWN,716
035850032441167023-PAINT,1671
019315362957673665-STOCKINGS,2282
5685590569996577-LOCK,1397
10870208542357451-PENCIL,1716
8611009401896237-BABY,115
7873742048246972-DISAGREEMENT,649
7276443456531434-WATER,2615
7823324600435388-BREAKDOWN,282
07600733570601759-PIRATE,1767
3906875137058434-GRADUATE,1034
7050160055899046-HANDCUFFS,1089
3149985082859763-ENEMY,777
6573440565284636-INTERVIEW,1249
12938282527772293-PLACE,1775
7652691083354926-YOUR,2720
5068833415853786-CHAMP,398
8984443164345195-TISSUE,2456
20906115400025982-WALLET,2597
4429914694828516-MENTION,1479
8095972778864453-NOT MIND,1602
7107732064820513-FADE,832
6773301797173259-FAMOUS,841
6409265911274644-HONK,1170
11168738431556657-EVERYDAY,808
6579820856716605-EXAMPLE,813
10818908631731938-ONE,1630
39692640903285725-MEXICAN,1483
4716794408227516-TONGUE,2466
8495504856802827-DEGREE,604
5088810771657037-RELEASE,1917
05989743279622606-BRAG,273
6305949147206118-RESULT,1939
9379473305138752-PRACTICE,1823
3386508771148522-AUDITORIUM,101
6001013634768533-SOON,2206
7011538933841202-ARREST,81
6265779039000099-ONLY ONE,1635
24087375991749105-SNORKEL,2180
04776303954468353-SENATE,2053
7719630393586281-SPAIN,2219
